course_code,course_name,role,seed_reason,subject,department,pid,id,catalog_url
CSC483D,Topics in Programming Methodology,computing,CSC subject,CSC,Department of Computer Science,B13nydaQ4,5e5035ea44bef625003d6131,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B13nydaQ4
CSC484A,Topics in Scientific Computing,computing,CSC subject,CSC,Department of Computer Science,B1Tn1_pXN,5e50361e44bef625003d6134,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1Tn1_pXN
CSC484B,Topics in Scientific Computing,computing,CSC subject,CSC,Department of Computer Science,rJphJO6XE,5e50365244bef625003d6139,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJphJO6XE
CSC484C,Topics in Scientific Computing,computing,CSC subject,CSC,Department of Computer Science,rJ0hJO67E,5e5036937ea20d2500081f0d,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJ0hJO67E
CSC484D,Topics in Scientific Computing,computing,CSC subject,CSC,Department of Computer Science,Hy0hkuaQN,5e5036cbe9601d2500427feb,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hy0hkuaQN
CSC485A,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,B1ep1_pXV,5e5036fce9601d2500427ff0,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1ep1_pXV
CSC485B,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,rygp1O6mN,5e50403e7ea20d2500081f57,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rygp1O6mN
CSC485C,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,SJ-py_pQ4,5e5052da7ea20d250008215a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJ-py_pQ4
CSC485D,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,SJZa1da74,5e50416ad48ad32500889ad6,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJZa1da74
CSC485E,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,BybT1Oa7V,5e5041d144bef625003d61bc,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BybT1Oa7V
CSC485F,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,rJGT1damE,5e50424b7ea20d2500081f91,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJGT1damE
CSC485G,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,rkfpJdpX4,5e50427ce9601d250042806c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkfpJdpX4
CSC485H,Topics in Systems,computing,CSC subject,CSC,Department of Computer Science,r1Qpk_674,5e5043db44bef625003d61d2,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1Qpk_674
CSC486A,Topics in Graphics,computing,CSC subject,CSC,Department of Computer Science,B176J_TXN,5e504433d48ad32500889b0b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B176J_TXN
CSC486B,Topics in Graphics,computing,CSC subject,CSC,Department of Computer Science,ByVTJ_TXE,5e50451444bef625003d61eb,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ByVTJ_TXE
CSC486C,Topics in Graphics,computing,CSC subject,CSC,Department of Computer Science,H1Epy_p7N,5e504596d48ad32500889b19,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H1Epy_p7N
CSC486D,Topics in Graphics,computing,CSC subject,CSC,Department of Computer Science,BJBTku6QE,5e5046b3e9601d2500428095,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJBTku6QE
CSC490,Directed Studies,computing,CSC subject,CSC,Department of Computer Science,SklBayd67E,5cbdf52c67a5c324003b0bef,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SklBayd67E
CSC497,Interdisciplinary Project,computing,CSC subject,CSC,Department of Computer Science,SJ8TJ_a74,5cbdf52d2a310a240068a51d,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJ8TJ_a74
CSC499,Honours Seminar and Project,computing,CSC subject,CSC,Department of Computer Science,HkITJOTQ4,5cbdf52f67a5c324003b0bf1,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkITJOTQ4
ECE216,Electricity and Magnetism,prerequisite,,ECE,Department of Electrical and Computer Engineering,HySued6QN,62fa805ec4bd596a1038f2cf,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HySued6QN
ECE220,Electrical Properties of Materials,prerequisite,,ECE,Department of Electrical and Computer Engineering,BkeBOx_6QV,6763395a7804cc86ff3615ef,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkeBOx_6QV
ECE241,Digital Design,computing,keyword match: digital design,ECE,Department of Electrical and Computer Engineering,B1SdgO6mN,66ec87db703c825dbe5e01ca,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1SdgO6mN
ECE242,Discrete Structures in Engineering,computing,"keyword match: computational, programming",ECE,Department of Electrical and Computer Engineering,BJUOgupQV,5cbdf57556bbef2400c2f03f,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJUOgupQV
ECE250,Linear Circuits I,computing,keyword match: parallel computing,ECE,Department of Electrical and Computer Engineering,B18dxO6QV,5cbdf57667a5c324003b0c2a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B18dxO6QV
ECE255,Introduction to Computer Architecture,computing,"keyword match: computer architecture, programming, software",ECE,Department of Electrical and Computer Engineering,Hkw_gdpX4,5cbdf57704ce072400155f52,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hkw_gdpX4
ECE260,Continuous-Time Signals and Systems,computing,keyword match: simulation,ECE,Department of Electrical and Computer Engineering,SkDdxdamN,5cbdf57867a5c324003b0c2c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SkDdxdamN
ECE270,Cyber-Physical Systems and Internet of Things,computing,"keyword match: computational, cyber systems/security, embedded systems, internet of things, +1 more",ECE,Department of Electrical and Computer Engineering,rJxkc44Ka,6696bba0acc4947fe1c3347f,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJxkc44Ka
ECE299,Introduction to Electrical and Computer Engineering Design,computing,"keyword match: computer-aided work, simulation",ECE,Department of Electrical and Computer Engineering,rkxvdluaQV,5cbdf57a67a5c324003b0c2e,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkxvdluaQV
ECE300,Linear Circuits II,prerequisite,,ECE,Department of Electrical and Computer Engineering,HkO_guTQV,5cbdf57b67a5c324003b0c30,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkO_guTQV
ECE310,Digital Signal Processing I,computing,"keyword match: digital signal processing, signal processing",ECE,Department of Electrical and Computer Engineering,Byd_gu6QE,5cbdf57c04ce072400155f56,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Byd_gu6QE
ECE320,Electronic Devices I,prerequisite,,ECE,Department of Electrical and Computer Engineering,S1FOe_6QV,649329a9309b8099be1ec11f,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1FOe_6QV
ECE330,Electronic Circuits I,computing,keyword match: simulation,ECE,Department of Electrical and Computer Engineering,rkYuxOTmV,67633b2263ba75d9414b1021,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkYuxOTmV
ECE335,Biosensors and Instrumentation,computing,keyword match: signal processing,ECE,Department of Electrical and Computer Engineering,BkgKOgOamE,669987d1852c52c48d5cfb6c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkgKOgOamE
ECE340,Applied Electromagnetics and Photonics,prerequisite,,ECE,Department of Electrical and Computer Engineering,H15_eOp74,67633be722c20e09dc50d1de,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H15_eOp74
ECE350,Communications Theory and Systems I,computing,keyword match: MATLAB,ECE,Department of Electrical and Computer Engineering,By9_euTXE,5f18be2f6a9b9f0026fb5d1d,https://www.uvic.ca/calendar/undergrad/index.php#/courses/By9_euTXE
ECE355,Microprocessor-Based Systems,computing,keyword match: microprocessor systems,ECE,Department of Electrical and Computer Engineering,r1g5dedTXE,5cbdf5822a310a240068a563,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1g5dedTXE
ECE356,Engineering System Software,computing,"keyword match: operating systems, software",ECE,Department of Electrical and Computer Engineering,HyodlOaQE,674e0a50ee2ca4ff2cb83986,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyodlOaQE
ECE360,Control Theory and Systems I,prerequisite,,ECE,Department of Electrical and Computer Engineering,rki_e_pQ4,5cbdf58404ce072400155f60,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rki_e_pQ4
ECE363,Communication Networks,computing,keyword match: algorithms,ECE,Department of Electrical and Computer Engineering,SkPsbtwpK,61ea019f5d55864a7ab7ac55,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SkPsbtwpK
ECE365,Applied Electronics and Electrical Machines,prerequisite,,ECE,Department of Electrical and Computer Engineering,Bko_gu67V,67633f00d49e4abd60245e8d,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Bko_gu67V
ECE370,Electromechanical Energy Conversion,prerequisite,,ECE,Department of Electrical and Computer Engineering,H1hded6XV,6763433507cf786607474f0b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H1hded6XV
ECE380,Electronic Circuits II,computing,keyword match: simulation,ECE,Department of Electrical and Computer Engineering,HyhOlOamV,5cbdf58756bbef2400c2f048,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyhOlOamV
ECE403,Optimization for Machine Learning,computing,"keyword match: machine learning, optimization, signal processing",ECE,Department of Electrical and Computer Engineering,r1pOxuT74,608206f6ee26e2db518685f7,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1pOxuT74
ECE404,Microwaves and Fiber Optics,computing,keyword match: numerical methods,ECE,Department of Electrical and Computer Engineering,SyA_gOa7V,5cbdf58a56bbef2400c2f04c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SyA_gOa7V
ECE405,Error Control Coding,computing,"keyword match: algorithms, coding",ECE,Department of Electrical and Computer Engineering,SJAdxuamN,66ec8c8a2538a74acd65ba9c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJAdxuamN
ECE406,Applied Cryptography,computing,keyword match: cryptography,ECE,Department of Electrical and Computer Engineering,BJxSr0Ml9,66ec89aa1ab816565fa8aa70,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJxSr0Ml9
ECE407,Digital Signal Processing II,computing,"keyword match: digital signal processing, signal processing, VLSI",ECE,Department of Electrical and Computer Engineering,ByxCOg_a74,5cbdf58c04ce072400155f64,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ByxCOg_a74
ECE410,Power Electronics,computing,keyword match: computer-aided work,ECE,Department of Electrical and Computer Engineering,BkyKxOTXV,5cbdf58d67a5c324003b0c42,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkyKxOTXV
ECE417,Software Defined Radio,computing,"keyword match: digital signal processing, signal processing, software",ECE,Department of Electrical and Computer Engineering,BkgKldTX4,608212f47cc255c222fde6d0,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkgKldTX4
ECE426,Robotics,computing,keyword match: robotics,ECE,Department of Electrical and Computer Engineering,S1eteup74,5cbdf59067a5c324003b0c49,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1eteup74
ECE435,Medical Image Processing,computing,"keyword match: computer-aided work, image processing, visualization",ECE,Department of Electrical and Computer Engineering,ry-FxOaQ4,5e2b4a5db8c5f4250054671a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ry-FxOaQ4
ECE441,Design of Digital and VLSI Systems,computing,"keyword match: coding, optimization, simulation, VLSI",ECE,Department of Electrical and Computer Engineering,rkXFxOTXE,65a6e2a4f544761cbd6d899a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkXFxOTXE
ECE448,Cyber-System Security,computing,"keyword match: cyber systems/security, embedded systems",ECE,Department of Electrical and Computer Engineering,Sy7FeOTm4,66ec8eb5f3c9067e033d1389,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Sy7FeOTm4
ECE450,Communications Theory and Systems II,computing,keyword match: coding,ECE,Department of Electrical and Computer Engineering,B1VFxdTQN,6082f03201ff057b2e6d6546,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1VFxdTQN
ECE454,Engineering Components for Wireless Systems,computing,keyword match: computer-aided work,ECE,Department of Electrical and Computer Engineering,S1rKeupQN,5cbdf59a67a5c324003b0c55,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1rKeupQN
ECE455,Real Time Computer Systems Design Project,computing,keyword match: software,ECE,Department of Electrical and Computer Engineering,SygStl_p74,5cbdf59b67a5c324003b0c57,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SygStl_p74
ECE457,Parallel and Cluster Computing,computing,"keyword match: coding, computing, parallel computing",ECE,Department of Electrical and Computer Engineering,rkItxOp7V,66ec8f30f9264aa5aa9ee1b1,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkItxOp7V
ECE459,Applications of Digital Signal Processing Techniques,computing,"keyword match: algorithms, digital signal processing, signal processing",ECE,Department of Electrical and Computer Engineering,SyvFxOa7E,6082f7f2ee26e28a5e887a70,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SyvFxOa7E
ECE460,Control Theory and Systems II,prerequisite,,ECE,Department of Electrical and Computer Engineering,rkwFe_TQ4,5cbdf59f56bbef2400c2f066,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkwFe_TQ4
ECE463,Design and Analysis of Computer Networks,computing,keyword match: simulation,ECE,Department of Electrical and Computer Engineering,rkldFx_TmV,6082fd7f6f22b00db393dbaa,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rkldFx_TmV
ECE466,System-on-Chip Engineering for Signal Processing,computing,keyword match: signal processing,ECE,Department of Electrical and Computer Engineering,BkFFlOpQN,6082ff9a88e1bcf7de8fd779,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkFFlOpQN
ECE470,Artificial Intelligence,computing,keyword match: artificial intelligence,ECE,Department of Electrical and Computer Engineering,rytKxupXV,60b6b66d0775c077f894a39a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rytKxupXV
ECE471,Computer Vision,computing,keyword match: computer vision,ECE,Department of Electrical and Computer Engineering,B1FKl_pXN,608307e07cc255c2a7fde953,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1FKl_pXN
ECE481,Analog VLSI Systems,computing,"keyword match: neural networks, VLSI",ECE,Department of Electrical and Computer Engineering,BkcYlOpXN,5cbdf5a756bbef2400c2f06b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkcYlOpXN
ECE483,Digital Video Processing,computing,keyword match: digital video,ECE,Department of Electrical and Computer Engineering,r1sFxuTmV,60830a48fcabc988c1f7bc75,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1sFxuTmV
ECE484,Audio Signal Processing,computing,keyword match: signal processing,ECE,Department of Electrical and Computer Engineering,ryiFgu6XV,5cbdf5aa56bbef2400c2f06d,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ryiFgu6XV
ECE485,Data Analysis and Pattern Recognition,computing,"keyword match: computer security, data analysis, data science",ECE,Department of Electrical and Computer Engineering,Sk2tgOaQE,60830b1a6f22b0d07193dbfd,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Sk2tgOaQE
ECE486,Multiresolution Signal and Geometry Processing With C++,computing,"keyword match: c++, computer graphics, graphics, programming, +1 more",ECE,Department of Electrical and Computer Engineering,H13Kg_aXV,60830c1e88e1bc16c38fd7c3,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H13Kg_aXV
ECON103,Principles of Microeconomics,prerequisite,,ECON,Department of Economics,H143gOT7N,5d1f6d80d2bc1524008cafbf,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H143gOT7N
ECON104,Principles of Macroeconomics,prerequisite,,ECON,Department of Economics,S1Engd67E,5d1f6ba194e82e2400a23250,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1Engd67E
ECON180,Introduction to Economics and Financial Project Evaluation,prerequisite,,ECON,Department of Economics,BJ82eua74,5db1ccf574176e2400275679,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJ82eua74
ECON245,Descriptive Statistics and Probability,prerequisite,,ECON,Department of Economics,BJlcheuT7N,6721141113d6edf42705341b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJlcheuT7N
ECS100,Topics in Engineering and Computer Science I,computing,ECS subject,ECS,Faculty of Engineering and Computer Science,Bk7rq75Jp,650caa3b34f0930c03bea400,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Bk7rq75Jp
ECS105,Academic Success and Diversity in Computing,computing,ECS subject,ECS,Faculty of Engineering and Computer Science,SktqJonCC,66ff1f9123f02dcc7ee39351,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SktqJonCC
ECS200,Topics in Engineering and Computer Science II,computing,ECS subject,ECS,Faculty of Engineering and Computer Science,Hkpyz_oJa,650df1e49d6f9475a4d0274e,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hkpyz_oJa
ECS300,Topics in Engineering and Computer Science III,computing,ECS subject,ECS,Faculty of Engineering and Computer Science,BJaTEOjka,650df4c54601bc6ad306d503,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJaTEOjka
ECS400,Topics in Engineering and Computer Science IV,computing,ECS subject,ECS,Faculty of Engineering and Computer Science,HywZuuiya,650df7ff9247834efa1145c4,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HywZuuiya
ENGR001,Work Term 1,prerequisite,,ENGR,Faculty of Engineering and Computer Science,HkgX5mup7E,650c8f838484b57be7d88cb9,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkgX5mup7E
ENGR002,Work Term 2,prerequisite,,ENGR,Faculty of Engineering and Computer Science,HJNqmupm4,650cc8d33d8b746fe633f6ae,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HJNqmupm4
ENGR110,Design and Communication I,prerequisite,,ENGR,Faculty of Engineering and Computer Science,Hk_57dp7E,5e8bc9e16fd5672600958d7e,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hk_57dp7E
ENGR112,Design I,prerequisite,,ENGR,Faculty of Engineering and Computer Science,rJKqmuamV,5e8bc7646fd5672600958d61,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJKqmuamV
ENGR120,Design and Communication II,prerequisite,,ENGR,Faculty of Engineering and Computer Science,HJesq7O67E,620d363a058b920d3cd96a5a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HJesq7O67E
ENGR121,Design II,computing,keyword match: software,ENGR,Faculty of Engineering and Computer Science,Hk35Qu6Q4,620d3a093e2ac9699e542d89,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hk35Qu6Q4
ENGR130,Introduction to Professional Practice,prerequisite,,ENGR,Faculty of Engineering and Computer Science,SyncXd6XE,5cbdf5fa56bbef2400c2f0aa,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SyncXd6XE
ENGR141,Engineering Mechanics,computing,keyword match: distributed systems,ENGR,Faculty of Engineering and Computer Science,B1nc7d67N,5cbdf5fb04ce072400155fb3,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B1nc7d67N
ENGR240,Technical Writing,prerequisite,,ENGR,Faculty of Engineering and Computer Science,By697OamV,633ca14333e5fe717cbdb3dd,https://www.uvic.ca/calendar/undergrad/index.php#/courses/By697OamV
ENSH101,Themes in Literature,prerequisite,,ENSH,Department of English,ryg_TF8eo,688a7361a47526db43c77405,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ryg_TF8eo
ENSH102,Literature in Action,prerequisite,,ENSH,Department of English,BJkzjYIlj,688a86bca47526db43c89772,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJkzjYIlj
ENSH202,"Technical Communications, Written and Verbal",prerequisite,,ENSH,Department of English,Hk4AmXQRc,648a4b192fb3c37000c4d450,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hk4AmXQRc
EOS110,Oceans and Atmosphere,prerequisite,,EOS,School of Earth and Ocean Sciences,BkMnQ_a7V,5d1f7c4389944f24002adb12,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BkMnQ_a7V
EOS120,The Dynamic Earth,prerequisite,,EOS,School of Earth and Ocean Sciences,HyGhmO67E,5d1f6b5889944f24002ad041,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyGhmO67E
EOS130,Climate Change,prerequisite,,EOS,School of Earth and Ocean Sciences,B128DL80w,5ff8d754100d1e00282bc041,https://www.uvic.ca/calendar/undergrad/index.php#/courses/B128DL80w
EOS201,Sedimentary Geology,prerequisite,,EOS,School of Earth and Ocean Sciences,BJ7hXOaQ4,5d1f6e62d2bc1524008cb067,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJ7hXOaQ4
EOS205,Mineralogy,prerequisite,,EOS,School of Earth and Ocean Sciences,HJB27uaXN,5e583939b72ef32500f34d2c,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HJB27uaXN
EOS210,Introductory Geophysics,prerequisite,,EOS,School of Earth and Ocean Sciences,S1ern7_Tm4,5faf0c6cf5dbad0026c052ed,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1ern7_Tm4
EOS230,Introduction to Environmental Data Analysis,computing,"keyword match: data analysis, data visualization, programming, visualization",EOS,School of Earth and Ocean Sciences,ByR84_80P,65a1935c7dbc90ea2f22223b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ByR84_80P
EOS240,Geochemistry,prerequisite,,EOS,School of Earth and Ocean Sciences,S1UnQuTXN,667f1fcdc1d1429420bd2bc2,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1UnQuTXN
EOS261,The Climate System,prerequisite,,EOS,School of Earth and Ocean Sciences,BknoD5ykd,61ae8336846c7828419e7e5b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BknoD5ykd
EOS314,Descriptive Physical Oceanography,prerequisite,,EOS,School of Earth and Ocean Sciences,S1tn7d6QE,6686cd20516b11d275078958,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1tn7d6QE
EOS325,Earth System Modelling,prerequisite,,EOS,School of Earth and Ocean Sciences,Hk9nQOp7V,6686d0e2516b11339407896b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Hk9nQOp7V
EOS335,Isotopes in Natural Sciences,prerequisite,,EOS,School of Earth and Ocean Sciences,S1xs2m_a7V,5d1f7355d2bc1524008cb3ef,https://www.uvic.ca/calendar/undergrad/index.php#/courses/S1xs2m_a7V
EOS340,Atmospheric Physics,prerequisite,,EOS,School of Earth and Ocean Sciences,rJs3Qu6QN,667f21ef07ae35617cfa3e71,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJs3Qu6QN
EOS350,Understanding the Oceans,prerequisite,,EOS,School of Earth and Ocean Sciences,ryhhmOaQV,614ba345b22f75455f424bdc,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ryhhmOaQV
EOS365,Climate and Society,prerequisite,,EOS,School of Earth and Ocean Sciences,r1T3QOaQE,5e583a8f7120522500518b77,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1T3QOaQE
EOS423,Advanced Sedimentology and Stratigraphy,computing,"keyword match: computational, remote sensing",EOS,School of Earth and Ocean Sciences,HJ-mjQi5U,63911d47ecde9a0c1f71ae75,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HJ-mjQi5U
EOS460,Earth System Science,computing,keyword match: systems analysis,EOS,School of Earth and Ocean Sciences,ryVTQu6QE,681a5fcb36fc8f7fac74d7d6,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ryVTQu6QE
ER313,Biodiversity and Conservation Biology,prerequisite,,ER,School of Environmental Studies,r1gQmNdTXV,675b6357e5713ee6e7d1eaf3,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1gQmNdTXV
ES200,Introduction to Environmental Studies,prerequisite,,ES,School of Environmental Studies,rJbVVupXV,5e5841f6b72ef32500f34d9e,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJbVVupXV
ES240,Ecological Processes,prerequisite,,ES,School of Environmental Studies,Bkg-EVOa7V,5d1f72c794e82e2400a237a8,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Bkg-EVOa7V
ES301,Political Ecology,prerequisite,,ES,School of Environmental Studies,rJ7ENOaXE,5d1f6ae289944f24002acfc8,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rJ7ENOaXE
ES302,"Capitalism, Justice and Sustainability",prerequisite,,ES,School of Environmental Studies,SylQ4NOa7V,5e5842352beb4c2500153a53,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SylQ4NOa7V
ES321,Ethnoecology,prerequisite,,ES,School of Environmental Studies,r1U44_pmV,65a0b2d1d273cacc75fd1e15,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1U44_pmV
ES341,"Past, Present, and Future Ecologies",prerequisite,,ES,School of Environmental Studies,HyeUEE_aXV,5d1f72d294e82e2400a237af,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HyeUEE_aXV
ES344,Design and Analysis for Environmental Science,prerequisite,,ES,School of Environmental Studies,SyPE4_T7E,6227fe20601e842c1baae432,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SyPE4_T7E
ES348,Biodiversity and Conservation Biology,prerequisite,,ES,School of Environmental Studies,r1lvV4daQE,66e47a25a4a7f75bda28f852,https://www.uvic.ca/calendar/undergrad/index.php#/courses/r1lvV4daQE
ES365,Climate and Society,prerequisite,,ES,School of Environmental Studies,HJ54E_pXN,65adda9abce7bd869a9e71a6,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HJ54E_pXN
ES378,Leadership Skills for Change,prerequisite,,ES,School of Environmental Studies,Sk9NVu67V,5d1f72dbfb68f3240022d4b4,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Sk9NVu67V
ES399,Environmental Evidence in a Post-truth Era,prerequisite,,ES,School of Environmental Studies,Sy3VEdpQE,66e47af34fec506214f9782a,https://www.uvic.ca/calendar/undergrad/index.php#/courses/Sy3VEdpQE
ES461,Environmental Impact Assessment,prerequisite,,ES,School of Environmental Studies,rk3rVu6mE,5e5848272beb4c2500153a7b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/rk3rVu6mE
GEOG100,Geography for Today,prerequisite,,GEOG,Department of Geography,SJxfH_6mE,5d1f737ffb68f3240022d52b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJxfH_6mE
GEOG101A,"Environment, Society and Sustainability",prerequisite,,GEOG,Department of Geography,H1bzS_67E,5d1f7386d2bc1524008cb417,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H1bzS_67E
GEOG101B,"Space, Place and Society",prerequisite,,GEOG,Department of Geography,H1-GBOaXN,657caf1e2d647d73bf57f8f5,https://www.uvic.ca/calendar/undergrad/index.php#/courses/H1-GBOaXN
GEOG103,Our Natural Earth,prerequisite,,GEOG,Department of Geography,SJMzBua7N,654ab4f49d70e6ada910d49b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SJMzBua7N
GEOG130,Climate Change,prerequisite,,GEOG,Department of Geography,HkMDtUICD,5ff8d95afb277900267e8424,https://www.uvic.ca/calendar/undergrad/index.php#/courses/HkMDtUICD
GEOG209,Environmental Management,prerequisite,,GEOG,Department of Geography,BJPfS_pXN,6474ef22c90e02197a2c656b,https://www.uvic.ca/calendar/undergrad/index.php#/courses/BJPfS_pXN
GEOG211,Political and Economic Geography,prerequisite,,GEOG,Department of Geography,SkgvGHOpQN,5d1f6bcc89944f24002ad0a1,https://www.uvic.ca/calendar/undergrad/index.php#/courses/SkgvGHOpQN
GEOG218,Social and Cultural Geography,prerequisite,,GEOG,Department of Geography,ryYfrdT74,657caf92548a3d13b976af40,https://www.uvic.ca/calendar/undergrad/index.php#/courses/ryYfrdT74
